,,,,,,
"1","3201259","RS Pena 98","RSU","C","Swasta","0"
"2","3212060","RS Sentra Medika Langut","RSU","D","Swasta","0"
"3","3216450","RS Eka Bekasi","RSU","B","Swasta","0"
"4","3207059","RS Khusus Bedah RSOP Ciamis","RSK BEDAH","Belum Ditetapkan","Swasta","52"
"5","3201258","RS Eka Hospital","RSU","B","Perusahaan","49"
"6","3275068","RS Umum Daerah Bantar Gebang","RSU","D","Pemkot","24"
"7","3275067","RS Umum Pondok Gede","RSU","D","Pemkot","22"
"8","3275066","RS Umum Daerah Jatisampurna","RSU","D","Pemkot","27"
"9","3212059","RS Mitra Plumbon Indramayu","RSU","C","Swasta","33"
"10","3216449","RS Ananda Babelan","RSU","C","Swasta","119"
"11","3275065","RS Awal Bros Bekasi Utara","RSU","C","Perusahaan","52"
"12","3201257","RS Ibu dan Anak Nuraida","RSIA","Belum Ditetapkan","Swasta","20"
"13","3216448","RS Mitra Keluarga Pratama","RSU","C","Swasta","73"
"14","3212058","RS Ibu dan Anak Irhamna Indramayu","RSIA","C","Swasta","26"
"15","3212057","RS Syahid Al Irsyad","RSU","D","Swasta","21"
"16","3208064","RS Umum Aria Kamuning","RSU","D","Swasta","0"
"17","3208063","RS Mitra Husada Ciawigebang","RSU","D","Perorangan","8"
"18","3212056","RS Umum Daerah Mursid Ibnu Syafiuddin","RSU","Belum Ditetapkan","Pemkab","0"
"19","3201256","RS Universitas Indonesia","RSU","B","Kementerian Lain","8"
"20","3216446","RSIA Aisyah Qurrataain","RSIA","C","Swasta","54"
"21","3216445","RS OMNI Pekayon","RSU","C","Swasta","99"
"22","3276155","RS Ibu dan Anak Brawijaya Bojongsari","RSIA","C","Swasta","34"
"23","3216444","RS Cenka","RSU","C","Perorangan","26"
"24","3216443","RS Grha MM2100","RSU","C","Swasta","109"
"25","3208061","RS Jantung Hasna Medika Kuningan","RSK JANTUNG","C","Perusahaan","47"
"26","3273546","RS Ibu dan Anak Al Islam","RSIA","C","Swasta","18"
"27","3201254","Bogor Senior Hospital","RSU","D","Swasta","71"
"28","3201253","RS Ibu dan Anak Melania","RSIA","D","Organisasi Katholik","25"
"29","3275064","RS Mustika Medika Bekasi","RSU","D","Perusahaan","23"
"30","3276154","RS Ibu dan Anak Bunda Aliyah","RSIA","C","Perusahaan","54"
"31","3201252","RS Harapan Sehati","RSU","C","Perusahaan","36"
"32","3217008","RS Ibu dan Anak Kartini","RSIA","C","Swasta","27"
"33","3213049","Rumah Sakit Bersalin Grha Mutiara","RSIA","C","Perusahaan","31"
"34","3275063","RS Awal Bros Bekasi Timur","RSU","B","Perusahaan","91"
"35","3207057","RSU Dadi Keluarga Ciamis","RSU","C","Swasta","45"
"36","3213048","RS Umum Kharisma","RSU","D","Swasta","27"
"37","3216441","RS Umum Permata Keluarga Jababeka","RSU","C","Swasta","83"
"38","3216440","RS Umum Daerah Cabangbungin","RSU","D","Pemkab","30"
"39","3271166","RS Umum Bhayangkara Tk IV Bogor","RSU","D","POLRI","16"
"40","3275062","RS Siloam Bekasi Timur","RSU","C","Swasta","47"
"41","3213047","RS Umum Haji Syaiful Anwar","RSU","D","Swasta","49"
"42","3217007","RS Umum Daerah Cikalong Wetan","RSU","D","Pemkab","55"
"43","3216439","RS Umum Dr. Iqbali Taufan","RSU","D","Perorangan","0"
"44","3201251","RS Umum Siloam Hospitals Bogor","RSU","C","Perusahaan","46"
"45","3201250","RS Ibu dan Anak Permata Pertiwi","RSIA","C","Perusahaan","43"
"46","3211027","RS Umum Harapan Keluarga","RSU","D","Perusahaan","45"
"47","3276153","RSU Citra Arafiq","RSU","Belum Ditetapkan","Perusahaan","135"
"48","3215167","RS Umum Amanda Mitra Keluarga","RSU","D","Perusahaan","37"
"49","3212055","RS Umum Pertamina Balongan Indramayu","RSU","D","BUMN","11"
"50","3204130","RS Mata Bandung Eye Center","RSK Mata","C","Swasta","25"
"51","3210037","RS Ibu dan Anak Mitra Plumbon Majalengka","RSIA","C","Perusahaan","34"
"52","3204129","RS Ibu dan Anak Grha Bunda","RSIA","C","Swasta","43"
"53","3201249","RS Umum Asysyifaa","RSU","D","Swasta","37"
"54","3206084","RS Ibu dan Anak Respati","RSIA","C","Perusahaan","37"
"55","3216438","RS Umum Pinna","RSU","D","Swasta","55"
"56","3275060","RS Umum Satria Medika","RSU","C","Swasta","71"
"57","3217006","RS Umum IMC","RSU","D","Perusahaan","40"
"58","3272075","RS Umum Daerah Al-Mulk","RSU","D","Pemkot","41"
"59","3216435","RS Umum Tarumajaya","RSU","D","Swasta","54"
"60","3201247","RS EMC Sentul","RSU","B","Perusahaan","77"
"61","3203039","RS Umum Daerah Pagelaran","RSU","D","Pemkab","75"
"62","3273543","RS Umum Melinda 2","RSU","C","Swasta","35"
"63","3214040","RS Umum Karina Medika","RSU","D","Perusahaan","73"
"64","3216436","RS Umum Omni Cikarang","RSU","B","Perusahaan","64"
"65","3278021","RS Ibu dan Anak Bunda Aisyah","RSIA","C","Swasta","27"
"66","3216434","RS Umum Budi Asih","RSU","D","Perorangan","32"
"67","3216432","RS Ibu dan Anak Sayang Bunda","RSIA","C","Perorangan","22"
"68","3205026","RS Umum Intan Husada","RSU","C","Swasta","61"
"69","3217005","RS Umum Karisma","RSU","D","Perusahaan","68"
"70","3209054","RS Umum Permata Cirebon","RSU","B","Swasta","130"
"71","3208060","RS Umum KMC Luragung","RSU","D","Perusahaan","155"
"72","3217004","RS Umum Daerah Lembang","RSU","D","Pemkab","55"
"73","3275057","RS Umum Karya Medika Bantar Gebang","RSU","D","Perusahaan","59"
"74","3203038","RS Umum Dr. Hafiz","RSU","C","Perorangan","147"
"75","3277022","RS Gigi dan Mulut Pendidikan Unjani","RSK GM","B","Swasta","3"
"76","3212054","RS Umum MM Indramayu","RSU","D","Perusahaan","78"
"77","3204124","RS Gigi dan Mulut Maranatha","RSK GM","B","Swasta","7"
"78","3205024","RS Umum Annisa Queen","RSU","D","Perusahaan","21"
"79","3201233","RS Umum Rumah Sehat Terpadu Dompet Dhuafa","RSU","C","Organisasi Sosial","76"
"80","3274137","RS Ibu dan Anak Cahaya Bunda","RSIA","C","Swasta","34"
"81","3204133","RS Unggul Karsa Medika","RSU","C","Perusahaan","66"
"82","3273542","RS Umum Santosa Hospital Bandung Kopo","RSU","B","Swasta","205"
"83","3273541","RS Ibu dan Anak Harapan Bunda Bandung","RSIA","C","Swasta","44"
"84","3216427","RS Dokter Adam Talib Cikunir","RSU","C","Swasta","50"
"85","3205023","RS Umum Nurhayati Garut","RSU","D","Organisasi Sosial","59"
"86","3201246","RS Ibu dan Anak Bunda Suryatni","RSIA","C","Swasta","26"
"87","3271164","RS Umum Mulia Pajajaran","RSU","C","Perusahaan","91"
"88","3201245","RS Umum Karya Bhakti Pratiwi","RSU","C","Swasta","103"
"89","3216426","RS Umum Kasih Insani Sukatani","RSU","D","Perusahaan","38"
"90","3202086","RS Umum Kartika Cibadak","RSU","C","Swasta","54"
"91","3271163","RS Umum Vania","RSU","C","Perusahaan","74"
"92","3201244","RS Umum Permata Jonggol","RSU","C","Perusahaan","76"
"93","3215165","RS Umum Sentral Medika","RSU","D","Perusahaan","53"
"94","3216425","RS Umum Bunda Mulia","RSU","D","Swasta","40"
"95","3276152","RS Umum Citra Medika Depok","RSU","C","Swasta","77"
"96","3201243","RS Ibu dan Anak Sawojajar","RSIA","C","Swasta","20"
"97","3276151","RS Umum Permata Depok","RSU","C","Perusahaan","97"
"98","3216424","RS Ibu dan Anak Gizar","RSIA","C","Perusahaan","17"
"99","3215164","RS Umum Rosela","RSU","D","Perusahaan","53"
"100","3274136","RS Jantung Hasna Medika","RSK JANTUNG","B","Swasta","47"
"101","3216423","RS Umum Kartika Husada","RSU","C","Swasta","67"
"102","3201242","RS Ibu dan Anak Kenari Graha Medika","RSIA","C","Swasta","52"
"103","3276150","RS Jantung Diagram","RSK JANTUNG","C","Perusahaan","27"
"104","3215163","RS Ibu dan Anak Sentul","RSIA","C","Perusahaan","50"
"105","3215162","RS Umum Helsa","RSU","C","Perusahaan","54"
"106","3216421","RS Umum Puspa Husada","RSU","D","Swasta","21"
"107","3216420","RS Umum Medirossa 2","RSU","C","Perusahaan","84"
"108","3204154","RS Umum TNI AU Lanud Sulaiman","RSU","D","TNI AU","21"
"109","3275054","RS Umum As-Shofwan","RSU","D","Swasta","35"
"110","3216417","RS Umum Tiara","RSU","C","Perusahaan","66"
"111","3216416","RS Umum Permata Keluarga Lippo Cikarang","RSU","C","Swasta","87"
"112","3216415","RS Umum Ridhoka Salma","RSU","C","Swasta","75"
"113","3216414","RS Umum Amanda","RSU","C","Perusahaan","44"
"114","3216413","RS Umum Kartika Husada Setu","RSU","C","Perusahaan","65"
"115","3216409","RS Umum Cikarang Medika","RSU","C","Swasta","57"
"116","3213045","RS Umum Pamanukan Medical Center (PMC)","RSU","C","Perusahaan","76"
"117","3216408","RS Umum Harapan Mulia","RSU","C","Swasta","67"
"118","3216407","RS Ibu dan Anak Cahaya Medika","RSIA","C","Perusahaan","29"
"119","3216406","RS Umum Metro Hospitals","RSU","C","Perusahaan","59"
"120","3276149","RS Ibu dan Anak Setya Bhakti","RSIA","C","Perusahaan","22"
"121","3201241","RS Umum Ummi","RSU","C","Perusahaan","110"
"122","3201240","RS Umum Juliana","RSU","C","Swasta","58"
"123","3215161","RS Umum Mitra Family","RSU","D","Perusahaan","53"
"124","3277021","RS Umum Kasih Bunda","RSU","C","Perusahaan","84"
"125","3275053","RS Umum Taman Harapan Baru","RSU","C","Perusahaan","64"
"126","3209053","RS Ibu dan Anak Khalishah","RSIA","C","Swasta","80"
"127","3213044","RS Umum Mutiara Hati","RSU","D","Swasta","38"
"128","3216388","RS Umum Cibitung Medika","RSU","C","Perusahaan","175"
"129","3277019","RS Umum Avisena","RSU","D","Perusahaan","68"
"130","3279003","RS Umum Banjar Patroman","RSU","D","Perusahaan","56"
"131","3279002","RS Umum Mitra Idaman","RSU","D","Perusahaan","65"
"132","3201239","RS Ibu dan Anak Assalam","RSIA","C","Perusahaan","52"
"133","3214038","RS Umum Bhakti Husada II Purwakarta","RSU","C","Perusahaan","70"
"134","3275403","RS Ibu dan Anak Rinova Intan","RSIA","C","Perusahaan","24"
"135","3201238","RS Umum Hermina Mekarsari","RSU","C","Perusahaan","90"
"136","3204134","RSUD Kesehatan Kerja","RSU","D","Pemprop","0"
"137","3201236","RS Umum Medika Dramaga","RSU","C","Perusahaan","92"
"138","3276041","RS Umum Grha Permata Ibu","RSU","C","Perusahaan","104"
"139","3216402","RS Umum Anna Medika","RSU","C","Perusahaan","106"
"140","3209052","RS Umum Universitas Muhammadiyah Cirebon","RSU","C","Organisasi Islam","107"
"141","3274135","RS Umum Sumber Hurip","RSU","D","Swasta","70"
"142","3216400","RS Uni Medika Setu Bekasi","RSU","C","Perusahaan","30"
"143","3201235","RS Umum dr. Sismadi","RSU","C","Swasta","41"
"144","3216399","RS Mitra Medika Narom","RSU","C","Swasta","51"
"145","3214037","RS Umum Holistic Purwakarta","RSU","D","Perusahaan","54"
"146","3214036","RS Ibu dan Anak Dian","RSIA","C","Perusahaan","23"
"147","3204123","RS Ibu dan Anak Humana Prima","RSIA","C","Swasta","44"
"148","3216447","RS Ibu dan Anak Nurul Annisa","RSIA","D","Swasta","35"
"149","3216397","RS Umum Asri Medika","RSU","C","Perusahaan","23"
"150","3214035","RS Umum Amira","RSU","C","Perusahaan","109"
"151","3205022","RS Umum Daerah Pameungpeuk Prov. Jabar","RSU","D","Pemprop","91"
"152","3216396","RSIA Taman Harapan Baru","RSIA","C","Perusahaan","40"
"153","3214034","RS Umum Rama Hadi","RSU","C","Perusahaan","83"
"154","3214033","RS Umum Asri Purwakarta","RSU","C","Perusahaan","100"
"155","3214032","RS Umum dr. Abdul Radjak","RSU","B","Perusahaan","201"
"156","3201232","RS Umum Daerah Cileungsi","RSU","C","Pemkab","184"
"157","3272025","RS Umum Bhayangkara Setukpa Lemdikpol","RSU","C","POLRI","114"
"158","3215160","RS Umum Puri Asih","RSU","C","Perusahaan","87"
"159","3278018","RS Umum Syifa Medina","RSU","D","Swasta","36"
"160","3216389","RS Umum Hermina Galaxy","RSU","C","Perusahaan","86"
"161","3201231","RS Sentosa","RSU","C","Perusahaan","70"
"162","3215158","RS Umum Fikri Medika","RSU","C","Perusahaan","170"
"163","3216393","RS Umum Mitra Keluarga Cikarang","RSU","B","Perusahaan","117"
"164","3275392","RS Umum Awal Bros Bekasi","RSU","B","Perusahaan","195"
"165","3276147","RS Ibu dan Anak Asyifa Depok","RSIA","C","Perusahaan","28"
"166","3217002","RS Umum Daerah Cililin","RSU","D","Pemkab","70"
"167","3275390","RS Ibu dan Anak Selasih Medika","RSIA","C","Swasta","29"
"168","3206083","RS Ibu dan Anak dr. Hj. Karmini EH","RSIA","C","Organisasi Sosial","28"
"169","3274134","RS Umum Medimas","RSU","C","Swasta","46"
"170","3208059","RS Umum Daerah Linggajati Kuningan","RSU","C","Pemkab","96"
"171","3278017","RS Ibu dan Anak Widaningsih","RSIA","C","Perusahaan","21"
"172","3278016","RS Ibu dan Anak Sayang Bunda","RSIA","C","Swasta","25"
"173","3273540","RS Khusus Gigi dan Mulut Kota Bandung","RSK GM","C","Pemkot","4"
"174","3216387","RS Umum Dokter Adam Talib","RSU","C","Perusahaan","0"
"175","3278015","RS Bersalin Ummi","RSIA","C","Swasta","20"
"176","3271162","RS Bersalin Pasutri","RSIA","C","Perusahaan","26"
"177","3216386","RS Amanda Cikarang Selatan","RSU","C","Perusahaan","72"
"178","3201230","RS Umum Sentra Medika Cibinong","RSU","B","Swasta","169"
"179","3216385","RS Umum Harapan Keluarga Jababeka","RSU","C","Perusahaan","92"
"180","3278082","RS Umum Permata Bunda","RSU","D","Swasta","81"
"181","3273145","RS Umum Hermina Arcamanik","RSU","C","Perusahaan","104"
"182","3275046","RS Umum Mitra Keluarga Bekasi Timur","RSU","B","Perusahaan","200"
"183","3201094","RS Umum Annisa","RSU","C","Swasta","70"
"184","3201229","RS Umum Citama","RSU","C","Swasta","100"
"185","3208058","RS Umum Kuningan Medical Center","RSU","C","Perusahaan","169"
"186","3216374","RS Umum Multazam Medika","RSU","C","Perusahaan","52"
"187","3278014","RS Umum Tasik Medika Citratama (TMC)","RSU","C","Perusahaan","159"
"188","3276039","RS Umum Bhayangkara Brimob","RSU","C","POLRI","76"
"189","3217121","RS Umum Cahya Kawaluyan","RSU","C","Organisasi Katholik","122"
"190","3275373","RS Umum Mitra Keluarga Cibubur","RSU","C","Perusahaan","96"
"191","3276028","RS Umum Mitra Keluarga Depok","RSU","C","Perusahaan","131"
"192","3202084","RS Umum Bhakti Medicare","RSU","C","Swasta","82"
"193","3206023","RS Umum Daerah Singaparna Medika Citrautama","RSU","C","Pemkab","176"
"194","3201083","RS Umum Daerah Leuwiliang","RSU","B","Pemkab","179"
"195","3208057","RS Umum El - Syifa","RSU","D","Perusahaan","86"
"196","3277018","RS Umum Mitra Anugrah Lestari","RSU","C","Organisasi Sosial","90"
"197","3276017","RS Umum Sentra Medika","RSU","B","Swasta","156"
"198","3275052","RS Umum Juwita","RSU","C","Swasta","42"
"199","3275039","RS Umum Masmitra","RSU","C","Swasta","76"
"200","3275017","RS Ibu dan Anak Karunia Kasih","RSIA","C","Swasta","76"
"201","3272062","RS Umum Kartika Kasih","RSU","D","Swasta","86"
"202","3271161","RS Umum Melania","RSU","C","Perusahaan","85"
"203","3201150","RS Umum Family Medical Center","RSU","C","Swasta","89"
"204","3216362","RS Umum Karya Medika II","RSU","C","Swasta","85"
"205","3216351","RS Umum Kartika Husada","RSU","C","Swasta","56"
"206","3216340","RS Umum Medirossa Cikarang","RSU","C","Organisasi Sosial","104"
"207","3275141","RS Umum Permata Bekasi","RSU","C","Swasta","93"
"208","3275035","RS Umum Sentosa","RSU","C","Swasta","45"
"209","3215156","RS Umum Lira Medika","RSU","C","Swasta","154"
"210","3215045","RS Umum Dewi Sri","RSU","C","Swasta","165"
"211","3214031","RS Umum Siloam Purwakarta","RSU","B","Perusahaan","184"
"212","3212042","RS Umum Bhayangkara Indramayu","RSU","C","POLRI","63"
"213","3208046","RS Umum Juanda","RSU","C","Perusahaan","117"
"214","3207056","RS Umum Al - Arif","RSU","D","Organisasi Sosial","61"
"215","3202073","RS Umum Betha Medika","RSU","D","Swasta","143"
"216","3212053","RS Umum Permata Medical Center","RSU","D","Swasta","54"
"217","3276146","RS Umum Hasanah Graha Afiah","RSU","C","Perusahaan","103"
"218","3276135","RS Umum Simpangan Depok","RSU","C","Perusahaan","60"
"219","3276124","RS Umum Daerah Kota Depok","RSU","C","Pemkot","94"
"220","3209133","RS Umum Sumber Waras","RSU","B","Swasta","186"
"221","3274111","RS Umum Muhammadiyah","RSU","D","Organisasi Islam","13"
"222","3274100","RS Umum Budi Asta","RSU","D","Organisasi Sosial","47"
"223","3274090","RS Umum Sumber Kasih","RSU","C","Swasta","114"
"224","3274075","RS Umum Budi Luhur","RSU","Belum Ditetapkan","Organisasi Sosial","47"
"225","3274064","RS Ibu dan Anak Putera Bahagia","RSU","C","Perusahaan","96"
"226","3274053","RS Umum Pelabuhan Cirebon","RSU","C","BUMN","104"
"227","3274031","RS Ibu dan Anak Panti Abdi Dharma","RSIA","C","Organisasi Katholik","61"
"228","3274020","RS Umum Tk. III Ciremai","RSU","B","TNI AD","151"
"229","3274016","RS Umum Daerah Gunung Jati","RSU","B","Pemkot","390"
"230","3273539","RS Umum Hermina Pasteur","RSU","B","Swasta","130"
"231","3273528","RS Ibu dan Anak Melinda","RSIA","C","Swasta","27"
"232","3273517","RS Umum AMC","RSU","C","Perusahaan","213"
"233","3273486","RS Umum Santosa Hospital Bandung Central","RSU","A","Swasta","353"
"234","3273464","RS Khusus Gigi dan Mulut UNPAD","RSK GM","A","Kementerian Lain","9"
"235","3273453","RS Khusus Ginjal NY R.A. Habibie","RSK GINJAL","C","Organisasi Sosial","30"
"236","3273442","RS Umum Bina Sehat","RSU","D","Swasta","51"
"237","3273431","RS Khusus Bedah Halmahera Siaga","RSK BEDAH","C","Organisasi Sosial","32"
"238","3273420","RS Umum Al-Islam Bandung","RSU","B","Swasta","216"
"239","3273405","RS Umum Daerah Kota Bandung","RSU","B","Pemkot","201"
